# Truth table
# Generated from circuit NextStateControlUnit
# Exported on Tue May 02 16:04:46 CEST 2023

# Hints and Notes on Formatting:
# * You can edit this file then import it back into Logisim!
# * Anything after a '#' is a comment and will be ignored.
# * Blank lines and separator lines (e.g., ~~~~~~) are ignored.
# * Keep column names simple (no spaces, punctuation, etc.)
# * 'Name[N..0]' indicates an N+1 bit variable, whereas
#   'Name' by itself indicates a 1-bit variable.
# * You can use 'x' or '-' to indicate "don't care" for both
#   input and output bits.
# * You can use binary (e.g., '10100011xxxx') notation or
#   or hex (e.g., 'C3x'). Logisim will figure out which is which.

CurrentState[3..0] Op[5..0] Overflow | NextState[3..0]
       1110         000010     0     |      0110      
       1110         000010     1     |      0110      
       1110         000011     0     |      0110      
       1110         000011     1     |      0110      
       1110         000100     0     |      0110      
       1110         000100     1     |      0110      
       1110         000101     0     |      0110      
       1110         000101     1     |      0110      
       1110         000110     0     |      0110      
       1110         000110     1     |      0110      
       1110         000111     0     |      0110      
       1110         000111     1     |      0110      
       1110         001000     0     |      0110      
       1110         001000     1     |      0110      
       1110         001001     0     |      0110      
       1110         001001     1     |      0110      
       1110         001010     0     |      0110      
       1110         001010     1     |      0110      
       1110         001011     0     |      0110      
       1110         001011     1     |      0110      
       1110         001100     0     |      0110      
       1110         001100     1     |      0110      
       1110         001101     0     |      0110      
       1110         001101     1     |      0110      
       1110         001110     0     |      0110      
       1110         001110     1     |      0110      
       1110         001111     0     |      0110      
       1110         001111     1     |      0110      
       1110         010000     0     |      0110      
       1110         010000     1     |      0110      
       1110         010001     0     |      0110      
       1110         010001     1     |      0110      
       1110         010010     0     |      0110      
       1110         010010     1     |      0110      
       1110         010011     0     |      0110      
       1110         010011     1     |      0110      
       1110         010100     0     |      0110      
       1110         010100     1     |      0110      
       1110         010101     0     |      0110      
       1110         010101     1     |      0110      
       1110         010110     0     |      0110      
       1110         010110     1     |      0110      
       1110         010111     0     |      0110      
       1110         010111     1     |      0110      
       1110         011000     0     |      0110      
       1110         011000     1     |      0110      
       1110         011001     0     |      0110      
       1110         011001     1     |      0110      
       1110         011010     0     |      0110      
       1110         011010     1     |      0110      
       1110         011011     0     |      0110      
       1110         011011     1     |      0110      
       1110         011100     0     |      0110      
       1110         011100     1     |      0110      
       1110         011101     0     |      0110      
       1110         011101     1     |      0110      
       1110         011110     0     |      0110      
       1110         011110     1     |      0110      
       1110         011111     0     |      0110      
       1110         011111     1     |      0110      
       1110         100000     0     |      0110      
       1110         100000     1     |      0110      
       1110         100001     0     |      0110      
       1110         100001     1     |      0110      
       1110         100010     0     |      0110      
       1110         100010     1     |      0110      
       1110         100011     0     |      0110      
       1110         100011     1     |      0110      
       1110         100100     0     |      0110      
       1110         100100     1     |      0110      
       1110         100101     0     |      0110      
       1110         100101     1     |      0110      
       1110         100110     0     |      0110      
       1110         100110     1     |      0110      
       1110         100111     0     |      0110      
       1110         100111     1     |      0110      
       1110         101000     0     |      0110      
       1110         101000     1     |      0110      
       1110         101001     0     |      0110      
       1110         101001     1     |      0110      
       1110         101010     0     |      0110      
       1110         101010     1     |      0110      
       1110         101011     0     |      0110      
       1110         101011     1     |      0110      
       1110         101100     0     |      0110      
       1110         101100     1     |      0110      
       1110         101101     0     |      0110      
       1110         101101     1     |      0110      
       1110         101110     0     |      0110      
       1110         101110     1     |      0110      
       1110         101111     0     |      0110      
       1110         101111     1     |      0110      
       1110         110000     0     |      0110      
       1110         110000     1     |      0110      
       1110         110001     0     |      0110      
       1110         110001     1     |      0110      
       1110         110010     0     |      0110      
       1110         110010     1     |      0110      
       1110         110011     0     |      0110      
       1110         110011     1     |      0110      
       1110         110100     0     |      0110      
       1110         110100     1     |      0110      
       1110         110101     0     |      0110      
       1110         110101     1     |      0110      
       1110         110110     0     |      0110      
       1110         110110     1     |      0110      
       1110         110111     0     |      0110      
       1110         110111     1     |      0110      
       1110         111000     0     |      0110      
       1110         111000     1     |      0110      
       1110         111001     0     |      0110      
       1110         111001     1     |      0110      
       1110         111010     0     |      0110      
       1110         111010     1     |      0110      
       1110         111011     0     |      0110      
       1110         111011     1     |      0110      
       1110         111100     0     |      0110      
       1110         111100     1     |      0110      
       1110         111101     0     |      0110      
       1110         111101     1     |      0110      
       1110         111110     0     |      0110      
       1110         111110     1     |      0110      
       1110         111111     0     |      0110      
       1110         111111     1     |      0110      
       1111         000000     0     |      0000      
       1111         000000     1     |      0000      
       1111         000001     0     |      0000      
       1111         000001     1     |      0000      
       1111         000010     0     |      0000      
       1111         000010     1     |      0000      
       1111         000011     0     |      0000      
       1111         000011     1     |      0000      
       1111         000100     0     |      0000      
       1111         000100     1     |      0000      
       1111         000101     0     |      0000      
       1111         000101     1     |      0000      
       1111         000110     0     |      0000      
       1111         000110     1     |      0000      
       1111         000111     0     |      0000      
       1111         000111     1     |      0000      
       1111         001000     0     |      0000      
       1111         001000     1     |      0000      
       1111         001001     0     |      0000      
       1111         001001     1     |      0000      
       1111         001010     0     |      0000      
       1111         001010     1     |      0000      
       1111         001011     0     |      0000      
       1111         001011     1     |      0000      
       1111         001100     0     |      0000      
       1111         001100     1     |      0000      
       1111         001101     0     |      0000      
       1111         001101     1     |      0000      
       1111         001110     0     |      0000      
       1111         001110     1     |      0000      
       1111         001111     0     |      0000      
       1111         001111     1     |      0000      
       1111         010000     0     |      0000      
       1111         010000     1     |      0000      
       1111         010001     0     |      0000      
       1111         010001     1     |      0000      
       1111         010010     0     |      0000      
       1111         010010     1     |      0000      
       1111         010011     0     |      0000      
       1111         010011     1     |      0000      
       1111         010100     0     |      0000      
       1111         010100     1     |      0000      
       1111         010101     0     |      0000      
       1111         010101     1     |      0000      
       1111         010110     0     |      0000      
       1111         010110     1     |      0000      
       1111         010111     0     |      0000      
       1111         010111     1     |      0000      
       1111         011000     0     |      0000      
       1111         011000     1     |      0000      
       1111         011001     0     |      0000      
       1111         011001     1     |      0000      
       1111         011010     0     |      0000      
       1111         011010     1     |      0000      
       1111         011011     0     |      0000      
       1111         011011     1     |      0000      
       1111         011100     0     |      0000      
       1111         011100     1     |      0000      
       1111         011101     0     |      0000      
       1111         011101     1     |      0000      
       1111         011110     0     |      0000      
       1111         011110     1     |      0000      
       1111         011111     0     |      0000      
       1111         011111     1     |      0000      
       1111         100000     0     |      0000      
       1111         100000     1     |      0000      
       1111         100001     0     |      0000      
       1111         100001     1     |      0000      
       1111         100010     0     |      0000      
       1111         100010     1     |      0000      
       1111         100011     0     |      0000      
       1111         100011     1     |      0000      
       1111         100100     0     |      0000      
       1111         100100     1     |      0000      
       1111         100101     0     |      0000      
       1111         100101     1     |      0000      
       1111         100110     0     |      0000      
       1111         100110     1     |      0000      
       1111         100111     0     |      0000      
       1111         100111     1     |      0000      
       1111         101000     0     |      0000      
       1111         101000     1     |      0000      
       1111         101001     0     |      0000      
       1111         101001     1     |      0000      
       1111         101010     0     |      0000      
       1111         101010     1     |      0000      
       1111         101011     0     |      0000      
       1111         101011     1     |      0000      
       1111         101100     0     |      0000      
       1111         101100     1     |      0000      
       1111         101101     0     |      0000      
       1111         101101     1     |      0000      
       1111         101110     0     |      0000      
       1111         101110     1     |      0000      
       1111         101111     0     |      0000      
       1111         101111     1     |      0000      
       1111         110000     0     |      0000      
       1111         110000     1     |      0000      
       1111         110001     0     |      0000      
       1111         110001     1     |      0000      
       1111         110010     0     |      0000      
       1111         110010     1     |      0000      
       1111         110011     0     |      0000      
       1111         110011     1     |      0000      
       1111         110100     0     |      0000      
       1111         110100     1     |      0000      
       1111         110101     0     |      0000      
       1111         110101     1     |      0000      
       1111         110110     0     |      0000      
       1111         110110     1     |      0000      
       1111         110111     0     |      0000      
       1111         110111     1     |      0000      
       1111         111000     0     |      0000      
       1111         111000     1     |      0000      
       1111         111001     0     |      0000      
       1111         111001     1     |      0000      
       1111         111010     0     |      0000      
       1111         111010     1     |      0000      
       1111         111011     0     |      0000      
       1111         111011     1     |      0000      
       1111         111100     0     |      0000      
       1111         111100     1     |      0000      
       1111         111101     0     |      0000      
       1111         111101     1     |      0000      
       1111         111110     0     |      0000      
       1111         111110     1     |      0000      
       1111         111111     0     |      0000      
       1111         111111     1     |      0000      
